id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
197560,Arkadiusz Wozniak,61.0,44.0,56.0,62.0,60.0,49.0,62.0,45.0,41.0,58.0,62.0,71.0,73.0,71.0,70.0,66.0,61.0,72.0,57.0,72.0,50.0,50.0,43.0,54.0,52.0,54.0,15.0,29.0,13.0,14.0,15.0,15.0,8.0,10.0,mid
206641,Konrad Forenc,58.0,12.0,13.0,14.0,23.0,14.0,15.0,14.0,14.0,23.0,18.0,39.0,46.0,57.0,45.0,46.0,24.0,63.0,35.0,75.0,12.0,41.0,13.0,15.0,18.0,23.0,15.0,15.0,14.0,58.0,66.0,62.0,52.0,62.0,gk
208315,Damian Zbozien,64.8,68.4,45.4,49.4,55.4,46.4,58.4,48.4,35.4,60.4,62.4,72.0,48.0,61.0,57.4,56.0,63.4,80.0,71.0,71.0,37.4,65.4,79.4,52.4,58.4,49.6,68.6,74.2,57.6,12.4,8.4,15.4,7.4,13.4,def
232143,Martin Polacek,58.5,19.0,19.0,14.0,27.0,12.0,13.0,11.0,17.0,21.0,19.0,44.0,44.0,34.0,48.0,28.0,24.0,50.0,31.0,75.0,17.0,16.0,23.0,17.0,22.0,18.0,16.0,18.0,18.0,66.5,55.5,57.5,51.5,67.5,gk
239253,Adrian Rakowski,61.0,53.0,47.0,57.0,64.0,31.0,65.0,49.0,47.0,62.0,63.0,75.0,64.0,80.0,63.0,76.0,54.0,77.0,59.0,61.0,46.0,53.0,64.0,58.0,64.0,60.0,50.0,51.0,54.0,8.0,9.0,6.0,8.0,10.0,mid
287341,Filip Starzynski,68.6666666667,75.6666666667,53.6666666667,34.6666666667,72.0,68.6666666667,69.6666666667,73.6666666667,74.3333333333,69.6666666667,71.6666666667,45.0,44.0,79.0,69.0,62.0,67.6666666667,65.3333333333,58.3333333333,64.0,72.6666666667,32.6666666667,66.6666666667,64.3333333333,76.6666666667,63.6666666667,59.6666666667,55.6666666667,35.6666666667,14.6666666667,8.66666666667,8.66666666667,6.66666666667,15.6666666667,mid
467316,Sebastian Bonecki,57.0,49.0,42.0,55.0,62.0,33.0,52.0,33.0,32.0,57.0,53.0,65.0,62.0,63.0,53.0,68.0,50.0,61.0,70.0,58.0,49.0,64.0,56.0,33.0,33.0,41.0,54.0,56.0,63.0,9.0,9.0,9.0,9.0,7.0,mid
543298,Krzystof Piatek,54.0,29.0,63.0,60.0,49.0,39.0,47.0,43.0,31.0,30.0,47.0,56.0,56.0,62.0,54.0,59.0,53.0,65.0,56.0,59.0,48.0,33.0,17.0,48.0,51.0,64.0,17.0,14.0,21.0,10.0,15.0,10.0,6.0,13.0,for
545056,Jaroslaw Kubicki,50.0,35.0,31.0,54.0,55.0,29.0,45.0,35.0,38.0,54.0,54.0,64.0,55.0,62.0,54.0,70.0,45.0,61.0,51.0,47.0,33.0,58.0,39.0,40.0,40.0,43.0,41.0,49.0,60.0,9.0,15.0,6.0,13.0,10.0,mid
545060,Jaroslaw Jach,54.0,52.0,25.0,41.0,31.0,29.0,58.0,30.0,32.0,24.0,38.0,63.0,63.0,59.0,51.0,51.0,23.0,60.0,61.0,73.0,31.0,49.0,54.0,47.0,34.0,36.0,53.0,63.0,59.0,8.0,6.0,16.0,8.0,14.0,def
