id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
209503,Andre Geraldes,70.5,74.5,35.5,59.5,67.5,34.5,65.5,56.5,35.5,53.5,67.5,76.0,78.5,73.0,71.5,72.0,51.0,69.0,76.0,66.0,31.5,68.5,69.5,62.5,57.5,47.5,68.0,72.5,69.0,8.5,11.5,10.5,7.5,6.5,def
211821,Luis Leal,71.8888888889,63.6666666667,72.4444444444,65.6666666667,61.6666666667,62.5555555556,69.4444444444,64.3333333333,75.3333333333,53.6666666667,67.5555555556,81.4444444444,78.8888888889,69.0,71.3333333333,73.0,83.6666666667,70.2222222222,73.0,74.3333333333,68.0,71.6666666667,22.6666666667,73.7777777778,60.6666666667,66.6666666667,17.0,21.6666666667,19.6666666667,7.66666666667,8.66666666667,11.6666666667,12.6666666667,10.6666666667,for
242879,Joao Amorim,67.0,64.0,35.0,60.0,56.0,30.0,61.0,54.0,42.0,49.0,61.0,74.0,69.0,70.0,61.0,68.0,51.0,74.0,72.0,67.0,33.0,58.0,69.0,52.0,41.0,40.0,75.0,72.0,69.0,13.0,10.0,9.0,14.0,13.0,def
281205,Andre Sousa,68.0,66.0,58.0,55.0,73.0,57.0,67.0,64.0,55.0,68.0,71.0,68.0,66.0,70.0,65.4,65.0,69.8,52.0,71.6,72.0,60.2,65.8,63.0,67.0,68.0,59.0,56.0,64.0,54.0,15.0,8.0,6.0,8.0,8.0,for
281560,Tiago Caeiro,66.3333333333,33.6666666667,69.6666666667,76.6666666667,52.6666666667,60.6666666667,55.6666666667,40.6666666667,30.6666666667,37.6666666667,59.6666666667,41.6666666667,38.3333333333,49.0,70.6666666667,44.0,80.6666666667,68.0,40.3333333333,82.3333333333,52.6666666667,76.3333333333,21.6666666667,70.6666666667,46.6666666667,57.6666666667,22.6666666667,21.6666666667,21.6666666667,7.66666666667,14.6666666667,12.6666666667,13.6666666667,10.6666666667,for
301804,Ricardo,67.0,12.0,17.0,10.0,23.0,13.0,13.0,18.0,20.0,24.0,20.0,40.0,44.0,53.0,60.0,62.0,22.0,75.0,40.0,55.0,16.0,19.0,27.0,14.0,41.0,14.0,14.0,20.0,18.0,67.0,69.0,61.0,71.0,68.0,gk
303935,Juanto,63.4,37.0,67.8,57.4,58.0,54.0,69.8,49.0,44.0,51.0,68.8,68.8,67.8,72.6,51.0,64.4,74.0,73.0,72.0,70.0,58.0,36.0,14.0,54.0,43.0,68.0,17.0,15.0,14.0,13.0,13.0,9.0,14.0,13.0,for
356069,Sturgeon,75.2857142857,70.5714285714,67.8571428571,63.7142857143,73.7142857143,66.4285714286,80.1428571429,73.7142857143,42.7142857143,61.4285714286,77.5714285714,78.7142857143,81.8571428571,76.2857142857,74.1428571429,64.0,72.2857142857,64.7142857143,80.5714285714,66.4285714286,65.0,42.4285714286,33.8571428571,74.7142857143,75.2857142857,51.7142857143,31.7142857143,35.5714285714,30.7142857143,15.7142857143,10.7142857143,12.7142857143,15.7142857143,8.71428571429,for
358759,Marko Bakic,63.5,66.5,38.5,59.5,67.5,49.5,65.5,59.5,59.5,67.5,70.5,68.0,66.0,66.0,60.5,60.0,74.5,57.0,69.0,59.0,72.5,69.5,45.5,59.5,61.5,44.5,44.5,48.5,48.5,5.5,13.5,6.5,11.5,11.5,mid
361700,Goncalo Silva,62.75,36.25,27.25,60.25,46.25,30.25,39.25,35.25,35.25,43.25,40.25,62.0,64.0,57.0,55.25,57.0,49.5,79.0,58.0,71.0,28.25,58.25,61.25,29.25,33.25,47.25,65.75,68.75,65.75,9.25,13.25,9.25,7.25,12.25,def
422808,Joao Afonso,66.0,22.3333333333,23.3333333333,71.3333333333,50.3333333333,24.3333333333,34.3333333333,23.3333333333,24.3333333333,46.3333333333,49.3333333333,33.0,33.6666666667,34.0,61.3333333333,33.0,32.3333333333,34.0,33.6666666667,91.0,22.3333333333,77.3333333333,67.3333333333,25.3333333333,29.3333333333,39.3333333333,66.6666666667,66.3333333333,62.0,15.3333333333,6.33333333333,6.33333333333,9.33333333333,13.3333333333,def
422812,Tiago Silva,70.4,58.8,56.4,48.6,72.8,49.6,72.2,73.2,68.0,67.8,71.2,76.0,67.0,81.0,72.8,80.4,71.0,60.0,70.2,44.8,69.4,53.6,53.6,64.6,73.2,69.6,44.6,51.6,50.6,8.6,12.6,6.6,8.6,12.6,mid
470370,Kuca,72.125,64.5,69.0,70.0,68.5,52.5,78.75,51.25,40.5,64.5,75.625,78.375,83.75,77.0,69.5,71.0,70.5,66.0,76.75,56.125,66.5,56.5,22.5,68.5,68.5,72.0,21.5,20.0,20.5,13.5,10.5,6.5,13.5,7.5,for
476766,Filipe Ferreira,69.75,65.25,47.75,55.75,70.25,39.75,69.75,60.75,46.75,62.75,70.0,72.75,74.5,73.0,68.75,74.0,60.75,74.25,79.0,61.0,50.75,75.75,68.75,62.75,56.75,52.75,68.5,70.0,68.25,5.75,8.75,13.75,14.75,12.75,def
611840,Dalcio Gomes,64.25,65.25,65.0,48.5,61.75,58.875,71.5,57.375,48.5,51.25,67.25,75.75,79.625,69.5,55.0,60.25,75.0,49.25,50.0,65.25,53.375,40.5,24.5,59.0,55.5,66.5,23.75,34.125,30.125,9.5,10.5,5.5,6.5,11.5,for
