id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
39643,Andrea Coda,70.8333333333,43.1666666667,27.1666666667,69.1666666667,53.1666666667,24.1666666667,38.1666666667,30.1666666667,23.3333333333,59.1666666667,49.1666666667,52.0,52.0,47.0,67.1666666667,52.0,54.1666666667,70.0,65.0,78.3333333333,23.8333333333,74.1666666667,75.5,29.1666666667,28.1666666667,37.1666666667,75.0,75.0,71.0,7.16666666667,8.16666666667,13.1666666667,14.1666666667,5.16666666667,def
41605,Djamel Mesbah,70.5,75.0,39.5,68.5,70.5,64.5,66.5,71.5,69.5,68.5,73.5,77.0,77.0,75.0,64.5,73.0,71.5,55.5,76.0,64.0,73.5,74.5,68.5,68.5,43.5,59.5,62.5,72.0,69.5,10.5,4.5,5.5,7.5,14.5,def
41671,Emiliano Viviano,77.75,21.75,23.0,22.0,27.25,22.0,23.25,22.25,22.75,32.25,24.25,30.0,33.0,35.0,76.25,32.0,36.75,66.0,29.0,58.0,23.25,23.25,21.25,21.25,30.25,24.0,23.5,21.25,21.75,78.75,76.0,67.25,76.25,81.75,gk
45413,Ervin Zukanovic,70.8571428571,64.2857142857,24.1428571429,73.2857142857,60.1428571429,26.1428571429,46.5714285714,75.1428571429,73.1428571429,65.0,56.5714285714,53.7142857143,55.8571428571,48.0,67.4285714286,46.0,77.0,54.0,70.1428571429,82.1428571429,66.8571428571,69.0,77.0,37.1428571429,49.8571428571,63.8571428571,77.5714285714,78.2857142857,74.4285714286,14.1428571429,11.1428571429,7.14285714286,11.1428571429,10.1428571429,def
46078,Niklas Moisander,74.5,52.5,36.5,76.5,76.5,39.5,67.5,55.5,44.5,76.5,76.5,67.0,63.5,66.0,74.5,66.0,67.5,76.0,70.5,74.0,56.5,73.5,74.5,59.5,68.5,40.5,75.5,75.5,74.5,10.5,8.5,13.5,14.5,6.5,def
50189,Ricardo Alvarez,77.0,81.5,68.5,65.5,80.5,73.5,84.5,81.5,77.5,77.5,84.5,64.0,67.0,74.0,73.5,56.0,78.5,75.5,75.0,76.5,75.0,74.5,52.5,74.5,68.5,73.5,45.5,63.5,58.5,4.5,10.5,10.5,13.5,9.5,mid
121044,Nenad Krsticic,71.6,63.2,56.8,54.8,75.2,59.2,70.0,61.2,52.2,72.2,72.2,69.0,69.0,73.0,70.8,68.2,71.2,59.0,77.0,69.0,67.2,77.2,69.8,67.0,69.2,54.2,48.8,74.6,70.6,13.2,14.2,5.2,8.2,11.2,mid
163918,Vasco Regini,71.0,63.6666666667,31.6666666667,64.6666666667,60.6666666667,24.6666666667,54.6666666667,43.6666666667,32.6666666667,57.6666666667,62.6666666667,69.3333333333,70.0,69.0,73.6666666667,60.0,67.6666666667,72.0,73.0,75.0,26.6666666667,67.6666666667,76.6666666667,45.6666666667,29.6666666667,42.6666666667,69.6666666667,78.0,75.6666666667,7.66666666667,7.66666666667,10.6666666667,13.6666666667,9.66666666667,def
175646,Fernando,76.0,62.5,65.5,62.5,74.5,44.5,63.5,62.5,62.5,68.5,73.5,77.0,77.5,77.0,72.5,80.5,72.5,81.0,81.0,75.0,71.5,79.5,82.5,49.5,71.0,60.5,79.0,77.5,76.5,15.5,8.5,12.5,7.5,5.5,mid
177874,Dodo,72.25,77.25,45.25,58.25,74.25,50.25,78.75,77.25,58.5,65.25,78.75,78.5,79.0,77.0,70.5,79.5,71.25,73.0,75.0,62.0,60.25,75.375,66.25,66.25,64.25,45.25,67.25,71.25,69.25,14.25,7.25,12.25,9.25,8.25,mid
181995,Roberto Soriano,74.0,69.75,62.75,60.75,77.75,68.75,77.75,66.75,59.75,75.75,80.75,77.0,76.0,70.0,72.75,70.0,70.75,65.0,77.0,70.0,60.75,71.75,67.75,72.75,71.75,61.75,47.75,72.75,68.75,14.75,9.75,8.75,13.75,12.75,mid
195717,Carlos Carbonero,73.1428571429,69.0,65.0,47.5714285714,76.7142857143,59.5714285714,76.0,68.7142857143,61.0,73.2857142857,81.0,84.0,87.0,78.0,66.0,79.0,76.4285714286,42.0,82.5714285714,69.0,79.2857142857,48.2857142857,64.2857142857,71.8571428571,73.8571428571,63.0,22.0,36.2857142857,35.1428571429,12.0,7.0,11.0,10.0,16.0,mid
196484,Luis Muriel,73.6,59.4,72.4,51.4,69.4,69.4,85.4,69.4,59.4,54.4,85.4,88.0,88.4,84.0,68.4,77.0,77.4,62.0,62.0,66.0,70.4,49.4,21.4,75.4,65.4,77.4,22.2,23.4,21.4,7.4,9.4,9.4,13.4,5.4,for
238838,Jacopo Sala,69.8,72.4,51.8,64.4,71.2,69.4,70.0,67.4,67.8,68.4,71.6,71.4,72.4,70.0,70.4,70.6,72.2,67.8,73.0,71.4,69.8,77.2,68.4,66.8,69.2,57.8,65.2,69.2,70.0,9.4,11.4,7.4,4.4,4.4,mid
319631,Joaquin Correa,73.0,71.75,53.25,48.75,72.75,68.75,76.75,69.75,66.75,71.75,76.75,82.75,81.0,79.0,69.75,71.5,69.75,49.0,74.0,70.75,70.75,55.25,32.25,64.25,70.25,56.75,25.5,32.75,29.75,10.25,9.25,6.25,7.25,7.25,mid
610668,David Ivan,58.6666666667,56.0,48.6666666667,49.6666666667,64.6666666667,50.6666666667,62.6666666667,61.6666666667,54.6666666667,58.6666666667,63.3333333333,56.0,56.6666666667,58.0,60.6666666667,68.0,51.6666666667,57.0,36.0,44.0,50.6666666667,59.0,43.3333333333,60.0,58.3333333333,60.6666666667,45.6666666667,52.3333333333,54.3333333333,13.6666666667,14.6666666667,8.66666666667,7.66666666667,6.66666666667,mid
660010,Pedro Pereira,59.0,62.5,35.0,50.0,48.0,35.0,58.0,46.0,35.0,37.5,50.0,68.0,59.0,51.0,56.5,76.0,35.0,58.0,64.0,47.0,28.0,62.0,62.0,57.5,40.0,48.0,54.0,62.0,65.0,10.0,6.0,9.0,11.0,12.0,def
