id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
71500,Vasilios Torosidis,74.6666666667,75.3333333333,39.3333333333,73.3333333333,71.3333333333,34.3333333333,67.3333333333,67.3333333333,39.3333333333,69.3333333333,71.3333333333,76.0,76.0,69.0,74.0,70.0,76.3333333333,69.0,79.0,77.0,69.6666666667,77.3333333333,75.3333333333,55.3333333333,49.3333333333,49.3333333333,72.3333333333,78.0,75.3333333333,8.33333333333,13.3333333333,7.33333333333,8.33333333333,8.33333333333,def
96398,Miralem Pjanic,83.75,77.0,70.0,61.0,89.0,71.0,83.0,81.0,87.0,85.0,89.0,72.0,72.0,76.0,83.0,76.0,79.0,66.0,76.0,60.0,84.0,67.0,67.0,77.0,88.0,79.0,57.0,67.0,65.0,7.0,7.0,13.0,7.0,8.0,mid
101422,Diego Perotti,78.0,77.5,65.5,56.5,75.5,59.5,85.5,76.0,72.5,71.5,84.0,85.0,79.0,80.0,72.5,77.0,72.5,64.0,73.0,57.0,74.5,50.5,35.5,72.0,73.0,67.5,23.5,30.5,21.5,4.5,7.5,13.5,5.5,7.5,for
161015,Iago Falque,76.0,70.6666666667,72.0,42.3333333333,75.3333333333,63.3333333333,83.3333333333,80.6666666667,72.3333333333,70.3333333333,83.6666666667,78.6666666667,76.3333333333,83.6666666667,69.3333333333,79.3333333333,60.3333333333,41.0,69.0,52.0,72.3333333333,47.3333333333,25.3333333333,71.3333333333,70.1666666667,64.6666666667,34.3333333333,32.3333333333,30.3333333333,14.3333333333,4.33333333333,13.3333333333,12.3333333333,6.33333333333,for
161328,Stephan El Shaarawy,78.75,70.25,74.25,50.25,70.25,76.5,83.25,85.25,70.25,57.75,86.75,86.0,86.5,83.5,70.0,82.25,74.5,60.0,72.5,55.5,74.75,53.25,35.25,76.25,72.25,73.25,24.25,29.25,24.25,4.25,2.25,4.25,4.25,2.25,for
161683,Konstantinos Manolas,81.0,27.0,16.0,78.6,59.6,19.6,54.0,30.0,16.0,61.0,63.0,82.2,79.0,68.2,77.4,56.4,43.0,85.6,79.0,80.8,17.2,84.8,84.0,25.0,22.0,26.0,85.4,83.0,84.0,8.0,6.0,8.0,15.0,12.0,def
169718,Wojciech Szczesny,78.6666666667,20.6666666667,20.6666666667,22.0,31.3333333333,21.3333333333,20.3333333333,22.0,21.3333333333,35.3333333333,21.3333333333,50.0,40.0,55.0,75.6666666667,46.0,27.6666666667,38.0,38.0,61.0,21.3333333333,39.3333333333,21.6666666667,21.3333333333,30.3333333333,37.3333333333,20.3333333333,21.0,20.6666666667,83.3333333333,77.0,70.3333333333,74.0,84.3333333333,gk
210111,Lucas Digne,75.75,76.0,46.75,66.75,76.75,24.75,69.75,64.75,36.75,66.75,76.75,75.0,75.5,71.25,75.75,66.0,66.75,75.0,77.5,68.0,57.75,76.75,73.75,65.75,71.75,27.75,76.0,77.25,80.0,5.75,11.75,8.75,5.75,12.75,def
245572,Juan Manuel Iturbe,76.5,66.5,64.5,39.5,67.5,60.5,84.5,70.0,67.5,53.5,81.0,93.0,92.0,92.0,68.5,91.0,75.0,68.0,62.0,40.0,75.0,65.0,20.5,73.5,69.5,61.5,21.5,29.5,25.5,11.5,7.5,11.5,5.5,8.5,for
264842,Alessandro Florenzi,77.4285714286,73.0,75.4285714286,69.4285714286,79.4285714286,86.0,76.5714285714,70.7142857143,70.5714285714,73.1428571429,80.1428571429,83.7142857143,80.5714285714,85.8571428571,77.8571428571,84.0,79.4285714286,74.0,88.0,59.4285714286,78.0,78.4285714286,64.7142857143,82.5714285714,71.5714285714,69.4285714286,64.7142857143,69.5714285714,70.0,8.42857142857,7.42857142857,9.42857142857,10.4285714286,9.42857142857,for
276738,Antonio Ruediger,74.6666666667,59.3333333333,26.3333333333,75.3333333333,69.3333333333,33.3333333333,59.6666666667,33.3333333333,55.3333333333,64.3333333333,69.6666666667,76.0,83.0,66.3333333333,71.3333333333,46.0,72.0,72.0,67.0,80.3333333333,41.3333333333,85.3333333333,69.0,32.3333333333,56.3333333333,43.3333333333,75.0,77.0,72.0,13.3333333333,14.3333333333,9.33333333333,11.3333333333,7.33333333333,mid
292462,Mohamed Salah,77.8,67.4,74.4,58.4,74.4,65.6,85.4,63.4,67.4,66.4,83.8,92.0,92.8,86.0,72.7,83.2,74.4,70.0,77.0,59.8,56.4,62.3,56.1,75.5,70.0,62.4,37.5,42.3,40.3,13.4,13.4,8.4,10.4,13.4,for
590494,Umar Sadiq,61.0,43.0,62.0,60.0,56.0,51.0,63.0,47.0,41.0,37.0,61.0,68.0,68.0,59.0,63.0,47.0,58.0,64.0,64.0,64.0,55.0,30.0,19.0,62.0,55.0,61.0,15.0,14.0,19.0,11.0,9.0,13.0,11.0,9.0,for
